Ime,Priimek,RD,Letnik,Oddelek,Povprečna ocena
Janez,Novak,21.1.2001,4,B,2.14
Janez,Novak,8.10.1995,2,E,2.30
Janez,Novak,19.6.2000,2,E,3.35
Janez,Novak,8.6.1998,1,D,1.66
Janez,Novak,24.2.1996,3,E,2.82
Janez,Novak,6.12.1998,1,A,2.42
Janez,Novak,6.9.1995,3,E,1.22
Janez,Novak,13.4.1996,2,A,1.31
Janez,Novak,20.12.1998,2,E,2.49
Janez,Novak,26.3.2000,3,D,2.49
Janez,Novak,15.10.1999,2,A,2.35
Janez,Novak,28.9.2001,1,A,4.37
Janez,Novak,8.12.1998,3,E,3.29
Janez,Novak,13.11.1998,1,D,4.73
Janez,Novak,7.6.1993,2,E,3.78
Janez,Novak,30.7.1995,2,C,1.95
Janez,Novak,17.8.1995,1,C,2.80
Janez,Novak,7.12.1994,1,D,3.83
Janez,Novak,7.11.1997,1,F,3.02
Janez,Novak,23.12.1997,2,B,4.84
Janez,Novak,30.10.1993,3,B,1.66
Janez,Novak,3.7.1998,3,F,4.97
Janez,Novak,5.10.1996,1,B,3.81
Janez,Novak,9.2.1995,1,F,4.71
Janez,Novak,14.7.2000,3,A,3.53
Janez,Novak,4.3.1998,1,C,4.32
Janez,Novak,12.11.2000,2,B,1.26
Janez,Novak,29.4.1993,1,A,3.35
Janez,Novak,7.12.1996,2,B,2.31
Janez,Novak,13.4.2000,4,E,4.83
Janez,Novak,29.6.1997,1,D,3.77
Janez,Novak,1.9.1999,3,B,2.00
Janez,Novak,5.10.1994,2,F,2.58
Janez,Novak,27.5.2000,1,D,2.88
Janez,Novak,11.12.2000,3,C,3.27
Janez,Novak,15.10.1999,2,E,3.05
Janez,Novak,23.6.1993,1,E,2.00
Janez,Novak,2.4.1993,3,A,4.21
Janez,Novak,7.10.1995,4,C,4.41
Janez,Novak,7.5.1995,1,C,3.72
Janez,Novak,16.12.1995,3,D,2.61
Janez,Novak,8.5.1993,4,D,3.17
Janez,Novak,25.6.1993,1,F,3.67
Janez,Novak,3.11.1995,4,D,2.83
Janez,Novak,22.6.2001,2,B,3.07
Janez,Novak,3.2.2000,1,C,2.60
Janez,Novak,4.5.2001,3,D,4.34
Janez,Novak,16.1.1994,1,E,1.32
Janez,Novak,7.2.1993,3,A,2.31
Janez,Novak,8.5.2001,1,C,4.59
Janez,Novak,12.11.1998,2,F,2.72
Janez,Novak,10.6.1994,4,A,2.17
Janez,Novak,13.6.2001,2,B,1.73
Janez,Novak,18.7.1998,4,A,4.43
Janez,Novak,29.7.1999,4,E,3.22
Janez,Novak,30.7.2001,2,A,4.79
Janez,Novak,9.10.1999,2,B,2.16
Janez,Novak,21.1.2001,4,D,2.48
Janez,Novak,26.10.1993,4,E,3.65
Janez,Novak,19.2.1998,3,A,4.06
Janez,Novak,23.3.1996,3,F,2.00
Janez,Novak,11.4.2000,3,B,3.22
Janez,Novak,5.4.1994,2,F,2.15
Janez,Novak,3.4.2000,4,D,4.62
Janez,Novak,7.9.1993,1,B,3.18
Janez,Novak,20.3.1994,1,F,1.90
Janez,Novak,10.3.2001,3,E,3.44
Janez,Novak,5.1.2001,1,B,1.59
Janez,Novak,10.2.1997,2,D,4.12
Janez,Novak,3.11.1998,4,A,4.59
Janez,Novak,18.4.1998,4,E,1.13
Janez,Novak,21.4.1993,2,F,2.83
Janez,Novak,26.2.2001,3,C,4.83
Janez,Novak,12.12.1996,2,B,1.51
Janez,Novak,6.3.1994,2,D,1.18
Janez,Novak,25.3.1996,3,C,3.97
Janez,Novak,6.12.1995,4,E,2.72
Janez,Novak,2.5.1997,1,F,3.44
Janez,Novak,29.2.1997,1,A,1.05
Janez,Novak,22.8.1993,3,F,4.91
Janez,Novak,24.3.2000,2,D,4.42
Janez,Novak,24.1.1994,1,A,3.94
Janez,Novak,3.5.1998,4,C,4.86
Janez,Novak,11.10.2000,4,D,4.32
Janez,Novak,19.2.1993,2,F,3.54
Janez,Novak,8.8.1996,1,D,3.33
Janez,Novak,12.11.1997,1,E,4.58
Janez,Novak,26.5.1995,4,B,4.30
Janez,Novak,25.3.1999,1,B,3.48
Janez,Novak,5.2.1996,4,A,1.42
Janez,Novak,14.9.1999,2,A,1.82
Janez,Novak,23.7.1998,4,A,3.89
Janez,Novak,4.10.1997,4,A,2.42
Janez,Novak,14.9.1998,1,D,2.44
Janez,Novak,17.7.1997,4,B,2.71
Janez,Novak,5.11.1994,2,C,3.97
Janez,Novak,12.11.2001,2,B,4.20
Janez,Novak,9.1.1996,2,B,4.38
Janez,Novak,18.4.1997,4,D,4.72
Janez,Novak,20.9.2000,2,A,2.89
Janez,Novak,7.1.1996,4,B,2.84
Janez,Novak,15.7.1999,2,E,1.64
Janez,Novak,19.8.1993,1,B,4.73
Janez,Novak,11.3.1996,1,C,3.06
Janez,Novak,30.12.1995,3,B,2.26
Janez,Novak,30.2.2000,4,A,2.04
Janez,Novak,2.6.2001,2,F,3.40
Janez,Novak,3.5.1994,3,D,3.63
Janez,Novak,28.4.2000,3,C,1.33
Janez,Novak,15.5.1996,4,D,1.82
Janez,Novak,15.1.1998,3,B,2.58
Janez,Novak,15.3.2000,4,C,2.69
Janez,Novak,23.10.1997,1,F,1.09
Janez,Novak,27.1.1995,3,D,2.05
Janez,Novak,9.8.1996,2,C,3.60
Janez,Novak,9.4.2000,3,F,2.15
Janez,Novak,19.10.1997,2,A,4.78
Janez,Novak,23.6.1997,1,B,3.56
Janez,Novak,6.12.1998,1,B,3.63
Janez,Novak,19.3.1993,1,F,2.34
Janez,Novak,3.8.2000,2,A,1.46
Janez,Novak,30.3.1994,2,A,3.38
Janez,Novak,13.1.1999,2,E,3.92
Janez,Novak,15.5.1997,1,D,1.13
Janez,Novak,11.3.1999,2,B,3.87
Janez,Novak,29.5.1994,2,B,2.76
Janez,Novak,16.11.1995,4,E,4.01
Janez,Novak,23.6.1997,1,C,4.48
Janez,Novak,29.5.1995,2,F,3.54
Janez,Novak,18.11.1998,1,A,1.69
Janez,Novak,7.10.1993,1,E,3.63
Janez,Novak,28.5.1993,4,D,4.36
Janez,Novak,8.6.1996,1,F,2.52
Janez,Novak,13.11.2000,4,B,1.88
Janez,Novak,17.2.1997,2,D,1.23
Janez,Novak,15.8.2001,3,F,3.92
Janez,Novak,23.5.1994,4,F,1.96
Janez,Novak,28.7.1998,4,B,3.63
Janez,Novak,25.5.2001,4,E,1.59
Janez,Novak,8.4.1996,3,E,1.81
Janez,Novak,9.6.2000,2,F,2.56
Janez,Novak,14.5.2001,3,C,3.50
Janez,Novak,9.11.1996,2,D,3.78
Janez,Novak,20.2.1995,2,E,4.81
Janez,Novak,22.7.2000,4,E,2.95
Janez,Novak,25.6.2001,1,F,2.08
Janez,Novak,25.10.2000,4,C,3.48
Janez,Novak,9.5.1996,1,F,3.27
Janez,Novak,23.11.1998,1,E,1.76
Janez,Novak,23.4.1994,2,C,1.43
Janez,Novak,30.9.2000,3,E,3.34
Janez,Novak,23.3.2001,1,A,1.46
Janez,Novak,20.4.1998,2,B,4.17
Janez,Novak,27.4.2000,2,F,2.27
Janez,Novak,29.10.1997,4,B,3.74
Janez,Novak,5.11.1999,1,F,1.56
Janez,Novak,29.3.1995,2,D,1.65
Janez,Novak,21.6.2001,1,B,1.18
Janez,Novak,18.5.1999,3,C,1.58
Janez,Novak,20.10.1994,4,E,2.62
Janez,Novak,12.8.1999,3,A,4.53
Janez,Novak,3.2.1995,2,F,1.66
Janez,Novak,20.2.1995,1,C,1.57
Janez,Novak,18.3.1996,3,C,3.75
Janez,Novak,22.11.2001,1,D,1.70
Janez,Novak,29.5.1997,4,E,4.66
Janez,Novak,12.4.2001,3,F,4.25
Janez,Novak,22.1.2000,1,B,1.95
Janez,Novak,26.4.1996,3,E,1.86
Janez,Novak,30.3.1999,3,A,3.27
Janez,Novak,21.2.1993,1,E,2.36
Janez,Novak,25.1.2000,3,A,2.53
Janez,Novak,26.5.1997,4,A,1.43
Janez,Novak,5.8.1998,3,B,2.84
Janez,Novak,26.9.2000,2,C,3.23
Janez,Novak,26.1.2000,2,E,4.49
Janez,Novak,9.12.1995,3,C,3.48
Janez,Novak,23.6.1995,2,D,2.20
Janez,Novak,30.4.1995,1,E,4.56
Janez,Novak,28.8.1996,1,E,1.65
Janez,Novak,22.10.1994,1,D,2.11
Janez,Novak,26.8.1994,3,B,2.81
Janez,Novak,9.8.1999,4,A,1.42
Janez,Novak,1.9.1995,3,C,2.14
Janez,Novak,2.6.1998,3,F,2.04
Janez,Novak,14.3.1998,3,D,3.08
Janez,Novak,11.9.2000,4,A,2.49
Janez,Novak,30.8.1995,4,A,1.54
Janez,Novak,12.11.2000,1,E,3.41
Janez,Novak,16.9.1995,3,F,1.49
Janez,Novak,23.4.1993,2,D,3.80
Janez,Novak,13.3.1993,1,C,2.08
Janez,Novak,19.10.1997,4,C,2.42
Janez,Novak,29.7.2000,1,C,1.28
Janez,Novak,12.12.1996,3,A,1.29
Janez,Novak,24.10.2001,2,B,3.15
Janez,Novak,24.1.1993,1,E,1.66
Janez,Novak,3.3.1996,4,C,2.33
Janez,Novak,8.4.1995,4,B,4.61
Janez,Novak,17.12.1996,2,D,3.57
Janez,Novak,14.2.1994,2,E,4.30
Janez,Novak,17.2.1999,4,B,3.17
Janez,Novak,27.4.1997,4,D,3.39
Janez,Novak,2.3.1993,3,C,2.90
Janez,Novak,10.5.1993,4,D,4.15
Janez,Novak,16.8.1995,4,C,4.32
Janez,Novak,8.5.2000,2,E,3.66
Janez,Novak,5.8.1993,3,A,3.02
Janez,Novak,22.11.1995,4,D,1.33
Janez,Novak,13.9.1995,2,D,4.46
Janez,Novak,16.7.1999,2,B,2.72
Janez,Novak,15.8.1997,3,B,4.87
Janez,Novak,22.5.2001,2,F,1.39
Janez,Novak,19.8.1997,4,A,1.57
Janez,Novak,7.9.1998,3,C,4.13
Janez,Novak,2.11.1994,1,A,2.86
Janez,Novak,21.5.1993,2,D,1.48
Janez,Novak,2.5.1997,4,A,1.38
Janez,Novak,9.2.1994,1,C,4.15
Janez,Novak,24.4.1997,2,E,3.03
Janez,Novak,15.6.1994,2,E,3.02
Janez,Novak,2.3.2000,1,D,2.68
Janez,Novak,30.12.2001,1,D,4.21
Janez,Novak,26.7.2001,4,B,4.91
Janez,Novak,13.7.1998,1,F,1.66
Janez,Novak,28.8.1993,4,A,3.27
Janez,Novak,13.5.2000,2,E,1.45
Janez,Novak,26.4.1998,4,F,1.86
Janez,Novak,19.1.1999,1,E,4.71
Janez,Novak,28.7.2000,1,E,2.52
Janez,Novak,26.4.1997,1,D,1.89
Janez,Novak,4.1.2000,1,C,2.62
Janez,Novak,14.4.1996,1,D,1.86
Janez,Novak,25.11.2001,1,E,3.28
Janez,Novak,4.11.2000,2,F,1.73
Janez,Novak,1.4.1998,3,F,2.20
Janez,Novak,1.3.1994,4,B,1.87
Janez,Novak,24.10.1997,3,D,1.47
Janez,Novak,15.10.1994,1,B,4.81
Janez,Novak,25.5.1993,2,C,3.19
Janez,Novak,12.9.1999,2,C,2.13
Janez,Novak,21.10.2000,3,F,1.48
Janez,Novak,23.8.2000,1,D,3.07
Janez,Novak,20.8.1997,3,C,1.04
Janez,Novak,3.5.1993,1,A,4.04
Janez,Novak,2.9.2000,1,D,3.07
Janez,Novak,14.2.1996,1,F,4.84
Janez,Novak,16.7.1994,4,A,1.42
Janez,Novak,25.10.2001,1,B,3.56
Janez,Novak,10.2.1996,1,E,4.06
Janez,Novak,3.2.2001,3,F,4.46
Janez,Novak,26.5.2000,2,B,1.98
Janez,Novak,12.4.2000,2,A,1.14
Janez,Novak,11.2.2001,4,F,4.31
Janez,Novak,17.1.1995,2,F,2.46
Janez,Novak,16.7.1995,3,D,1.60
Janez,Novak,27.4.1997,3,D,1.98
Janez,Novak,18.1.1998,4,F,2.08
Janez,Novak,14.7.2000,1,A,3.40
Janez,Novak,20.3.1995,1,B,3.30
Janez,Novak,28.6.1993,4,A,3.77
Janez,Novak,19.1.1996,3,C,4.09
Janez,Novak,27.3.1995,1,C,4.93
Janez,Novak,9.8.2000,1,E,1.43
Janez,Novak,5.9.1994,2,B,3.86
Janez,Novak,16.12.1996,3,B,1.25
Janez,Novak,17.2.1995,2,A,3.80
Janez,Novak,29.2.1995,2,A,4.71
Janez,Novak,27.4.2000,4,A,3.10
Janez,Novak,30.7.1993,4,C,4.05
Janez,Novak,3.4.1997,2,A,4.30
Janez,Novak,8.8.1996,3,F,3.95
Janez,Novak,16.12.1997,2,C,1.84
Janez,Novak,25.4.1996,1,C,2.95
Janez,Novak,22.12.1998,2,E,4.12
Janez,Novak,1.6.1995,4,F,3.26
Janez,Novak,23.4.2001,2,F,1.03
Janez,Novak,14.5.1996,3,D,1.20
Janez,Novak,21.11.1994,3,E,5.00
Janez,Novak,1.3.1998,1,A,4.57
Janez,Novak,21.1.1996,4,B,1.81
Janez,Novak,13.7.1993,3,B,2.86
Janez,Novak,23.6.1999,2,C,3.94
Janez,Novak,28.10.1996,2,E,1.80
Janez,Novak,7.8.1997,4,E,1.38
Janez,Novak,12.12.1999,1,C,1.05
Janez,Novak,29.11.2000,2,C,3.69
Janez,Novak,24.10.1996,4,E,4.25
Janez,Novak,14.7.1994,2,B,1.83
Janez,Novak,25.6.1994,2,B,4.70
Janez,Novak,14.4.1993,4,E,3.27
Janez,Novak,5.2.1995,2,D,2.07
Janez,Novak,3.9.2001,1,C,3.52
Janez,Novak,17.8.1994,1,D,3.72
Janez,Novak,10.7.1996,1,C,4.66
Janez,Novak,1.9.1998,4,C,2.45
Janez,Novak,20.3.1994,3,C,4.21
Janez,Novak,4.8.1998,2,E,1.34
Janez,Novak,4.5.1999,4,D,4.29
Janez,Novak,8.4.1998,3,C,1.87
Janez,Novak,15.1.1999,2,A,1.10
Janez,Novak,8.3.2000,3,C,3.06
Janez,Novak,14.1.1997,4,A,4.79
Janez,Novak,1.12.1993,3,C,4.44
Janez,Novak,7.6.2001,3,B,2.09
Janez,Novak,7.10.1993,3,B,3.58
Janez,Novak,12.11.1997,4,E,2.31
Janez,Novak,28.9.1997,1,D,2.71
Janez,Novak,24.8.1999,3,D,4.46
Janez,Novak,19.4.1998,2,B,2.50
Janez,Novak,8.12.1996,3,F,4.86
Janez,Novak,22.8.1995,3,A,1.05
Janez,Novak,30.9.2001,4,F,1.40
Janez,Novak,18.8.1998,2,C,3.30
Janez,Novak,19.2.1993,1,A,1.44
Janez,Novak,17.8.1997,2,D,2.62
Janez,Novak,21.5.2001,4,D,3.90
Janez,Novak,18.3.1999,1,A,1.73
Janez,Novak,7.10.1993,2,C,4.32
Janez,Novak,5.4.1998,1,C,3.66
Janez,Novak,14.4.2001,3,D,3.98
Janez,Novak,20.1.1996,2,F,3.31
Janez,Novak,1.11.2001,4,C,1.52
Janez,Novak,20.3.2000,3,B,4.50
Janez,Novak,24.2.1994,2,C,3.83
Janez,Novak,16.5.2000,1,F,3.19
Janez,Novak,14.5.1994,3,A,2.98
Janez,Novak,11.4.1998,3,C,1.14
Janez,Novak,26.5.1995,1,C,1.39
Janez,Novak,8.9.1998,3,A,4.80
Janez,Novak,9.6.1996,3,B,2.84
Janez,Novak,18.2.1995,2,A,4.67
Janez,Novak,28.3.1997,1,A,3.55
Janez,Novak,5.2.1994,4,E,3.46
Janez,Novak,24.4.1994,1,B,1.35
Janez,Novak,12.11.1998,1,D,4.80
Janez,Novak,20.5.2001,1,A,4.89
Janez,Novak,4.10.1999,2,F,4.68
Janez,Novak,18.12.2001,4,E,3.85
Janez,Novak,24.10.2000,1,A,3.78
Janez,Novak,24.2.1995,4,E,4.75
Janez,Novak,21.6.1997,1,A,1.39
Janez,Novak,28.8.1993,3,D,3.75
Janez,Novak,3.9.1994,3,F,1.31
Janez,Novak,14.1.1993,4,A,4.92
Janez,Novak,3.12.1996,3,B,2.43
Janez,Novak,16.7.1998,4,C,3.07
Janez,Novak,21.4.1996,2,E,4.73
Janez,Novak,4.12.1998,4,B,4.92
Janez,Novak,22.1.1999,4,F,4.23
Janez,Novak,12.2.1998,1,F,1.66
Janez,Novak,22.2.1994,4,F,4.89
Janez,Novak,28.7.1993,2,C,1.56
Janez,Novak,21.11.1994,4,B,1.39
Janez,Novak,1.5.1999,2,A,1.66
Janez,Novak,26.3.1998,1,B,2.23
Janez,Novak,30.7.1996,1,C,1.29
Janez,Novak,14.11.2000,4,D,1.47
Janez,Novak,8.5.1997,2,E,3.25
Janez,Novak,28.5.2000,3,A,4.68
Janez,Novak,21.7.1997,1,F,1.81
Janez,Novak,8.7.1995,1,D,4.67
Janez,Novak,19.4.1999,2,B,2.74
Janez,Novak,2.7.1996,4,D,3.11
Janez,Novak,15.9.1996,1,A,1.55
Janez,Novak,19.10.2001,2,B,1.15
Janez,Novak,27.10.1996,1,D,3.31
Janez,Novak,4.1.1998,4,B,4.74
Janez,Novak,20.3.1996,2,A,1.43
Janez,Novak,18.12.1996,2,E,1.18
Janez,Novak,15.7.1995,1,D,3.87
Janez,Novak,26.3.2000,4,F,1.04
Janez,Novak,14.10.1993,3,F,4.48
Janez,Novak,5.7.2001,4,E,3.11
Janez,Novak,17.7.2001,4,C,4.14
Janez,Novak,8.3.1994,2,A,2.01
Janez,Novak,30.11.1995,3,A,2.01
Janez,Novak,15.7.1996,4,B,2.79
Janez,Novak,13.6.1993,4,E,3.32
Janez,Novak,26.9.1997,1,C,3.69
Janez,Novak,16.7.1993,4,A,1.48
Janez,Novak,17.4.1999,4,F,3.55
Janez,Novak,11.12.1997,3,B,3.97
Janez,Novak,25.5.1995,1,F,4.38
Janez,Novak,12.10.1998,1,C,2.25
Janez,Novak,13.3.1998,1,B,3.63
Janez,Novak,11.11.1995,1,F,3.88
Janez,Novak,27.11.1999,2,C,1.02
Janez,Novak,30.3.1999,4,B,1.43
Janez,Novak,18.4.1998,4,E,4.79
Janez,Novak,7.11.2000,2,B,1.30
Janez,Novak,28.8.1999,2,F,4.41
Janez,Novak,1.10.1998,3,D,4.08
Janez,Novak,15.3.1994,3,E,1.37
Janez,Novak,13.12.1996,4,D,2.26
Janez,Novak,28.4.1996,1,D,4.08
Janez,Novak,20.12.2000,2,D,2.51
Janez,Novak,5.3.1994,4,C,3.26
Janez,Novak,16.1.2000,4,A,3.18
Janez,Novak,4.6.1998,1,F,3.18
Janez,Novak,2.3.1998,3,C,2.29
Janez,Novak,17.11.2000,4,D,1.56
Janez,Novak,19.7.2001,2,E,4.57
Janez,Novak,25.5.1996,4,E,2.06
Janez,Novak,14.3.1997,4,B,1.88
Janez,Novak,18.12.2000,2,B,3.17
Janez,Novak,5.9.1996,2,C,3.26
Janez,Novak,18.1.1996,3,D,1.51
Janez,Novak,4.3.1994,4,D,4.36
Janez,Novak,16.8.1995,1,F,2.08
Janez,Novak,11.5.2000,1,C,4.98
Janez,Novak,17.11.1998,2,A,1.24
Janez,Novak,12.4.1995,2,B,1.77
Janez,Novak,25.12.1994,2,C,4.84
Janez,Novak,27.8.1998,2,D,2.07
Janez,Novak,29.10.1993,2,B,4.49
Janez,Novak,7.4.1999,4,D,4.19
Janez,Novak,14.8.1995,4,D,4.21
Janez,Novak,3.5.2000,4,A,4.33
Janez,Novak,9.8.1993,4,E,2.38
Janez,Novak,9.2.1999,2,D,1.05
Janez,Novak,13.2.1997,3,A,1.66
Janez,Novak,27.2.1998,1,F,2.90
Janez,Novak,17.2.2001,2,E,4.21
Janez,Novak,3.11.1995,3,A,1.23
Janez,Novak,2.10.1998,1,E,1.19
Janez,Novak,29.2.2000,4,F,3.38
Janez,Novak,17.7.1999,4,F,1.43
Janez,Novak,27.10.2001,4,A,4.52
Janez,Novak,13.8.1997,2,C,1.91
Janez,Novak,30.1.1995,3,F,3.34
Janez,Novak,21.10.2001,1,B,2.75
Janez,Novak,19.9.1993,3,E,1.65
Janez,Novak,5.6.1993,1,D,1.59
Janez,Novak,21.7.1998,4,A,3.45
Janez,Novak,11.6.2001,3,A,2.76
Janez,Novak,9.8.1995,3,A,2.34
Janez,Novak,19.9.1993,4,D,1.09
Janez,Novak,22.6.1997,1,D,1.60
Janez,Novak,8.7.1999,4,A,4.58
Janez,Novak,18.10.1996,3,B,4.51
Janez,Novak,30.8.1996,3,A,2.83
Janez,Novak,2.6.1994,4,A,3.05
Janez,Novak,19.9.1995,1,A,4.97
Janez,Novak,8.11.2000,3,A,2.61
Janez,Novak,30.5.1996,3,D,4.65
Janez,Novak,13.4.2001,2,D,4.24
Janez,Novak,19.5.1998,2,E,3.41
Janez,Novak,22.7.1999,4,A,1.72
Janez,Novak,23.1.1999,4,D,3.18
Janez,Novak,3.8.1995,3,E,3.03
Janez,Novak,4.5.1997,3,C,4.76
Janez,Novak,16.10.2001,4,C,3.57
Janez,Novak,17.3.1994,2,F,3.70
Janez,Novak,14.2.1999,1,E,1.05
Janez,Novak,10.10.2000,3,C,1.18
Janez,Novak,1.2.2001,3,F,3.34
Janez,Novak,27.8.1995,4,B,2.61
Janez,Novak,3.3.1995,2,A,2.08
Janez,Novak,29.4.1996,1,F,3.49
Janez,Novak,27.11.1995,2,B,1.02
Janez,Novak,2.4.1994,4,E,1.65
Janez,Novak,30.5.1993,3,E,3.06
Janez,Novak,1.12.1997,2,E,2.41
Janez,Novak,2.6.1994,4,D,2.58
Janez,Novak,9.3.2000,1,D,3.63
Janez,Novak,10.6.1996,1,A,3.80
Janez,Novak,15.4.2000,2,E,2.54
Janez,Novak,25.1.1994,2,D,4.47
Janez,Novak,8.8.1997,4,D,2.40
Janez,Novak,14.4.2000,4,C,2.93
Janez,Novak,12.5.1993,1,C,3.34
Janez,Novak,2.5.1996,2,E,1.50
Janez,Novak,15.5.1999,4,E,4.87
Janez,Novak,28.5.1996,1,A,3.64
Janez,Novak,16.2.1999,3,D,3.24
Janez,Novak,23.10.1994,3,E,1.37
Janez,Novak,23.1.1997,1,D,1.34
Janez,Novak,18.7.1994,4,F,1.65
Janez,Novak,4.10.2001,3,A,1.53
Janez,Novak,28.5.1999,2,F,3.50
Janez,Novak,6.3.1998,3,D,2.08
Janez,Novak,16.8.1999,4,B,4.04
Janez,Novak,5.5.1998,3,E,1.11
Janez,Novak,14.3.1995,3,A,1.71
Janez,Novak,6.5.1998,4,C,3.63
Janez,Novak,15.3.1994,3,D,3.74
Janez,Novak,4.10.1999,4,F,4.59
Janez,Novak,6.8.1993,4,F,2.13
Janez,Novak,12.5.2001,4,A,2.16
Janez,Novak,15.1.1999,1,B,2.67
Janez,Novak,21.6.1996,1,F,3.87
Janez,Novak,24.7.1997,1,C,1.92
Janez,Novak,13.12.2001,1,C,1.67
Janez,Novak,16.11.1998,1,B,1.37
Janez,Novak,16.6.1993,4,A,1.93
Janez,Novak,19.9.1995,4,C,1.58
Janez,Novak,20.7.2001,3,E,2.33
Janez,Novak,6.6.2001,1,D,4.40
Janez,Novak,16.11.1998,2,D,2.82
Janez,Novak,13.9.2001,2,F,2.88
Janez,Novak,4.12.1997,4,D,3.80
Janez,Novak,29.12.1993,3,E,3.21
Janez,Novak,19.1.2000,1,E,4.56
Janez,Novak,8.6.1997,2,E,3.94
Janez,Novak,18.7.1999,4,D,1.90
Janez,Novak,27.12.1994,3,D,3.11
Janez,Novak,18.7.2000,2,A,1.37
Janez,Novak,5.9.1994,1,E,4.06
Janez,Novak,5.2.2001,1,F,2.75
Janez,Novak,1.11.1996,4,D,1.39
Janez,Novak,23.2.1999,4,A,3.74
Janez,Novak,22.5.1993,1,C,3.59
Janez,Novak,8.8.1994,3,E,3.18
Janez,Novak,24.10.1996,1,C,1.83
Janez,Novak,25.10.2001,4,B,2.03
Janez,Novak,17.11.1993,2,F,3.04
Janez,Novak,5.6.1997,2,D,4.50
Janez,Novak,10.3.1994,3,C,4.24
Janez,Novak,22.8.1999,1,A,2.31
Janez,Novak,20.1.1999,2,C,4.57
Janez,Novak,15.4.1993,1,B,3.13
Janez,Novak,12.7.1997,2,F,2.64
Janez,Novak,3.2.1999,3,C,4.52
Janez,Novak,24.1.1995,3,B,4.82
Janez,Novak,16.3.1994,1,A,2.11
Janez,Novak,28.5.1996,3,A,3.25
Janez,Novak,17.9.1993,4,D,4.63
Janez,Novak,2.11.1996,4,C,1.20
Janez,Novak,21.6.1999,4,C,2.60
Janez,Novak,7.10.2000,1,D,3.78
Janez,Novak,24.5.1998,3,A,1.20
Janez,Novak,26.1.1998,2,D,2.09
Janez,Novak,16.12.1994,3,E,1.56
Janez,Novak,7.11.2000,4,E,4.91
Janez,Novak,3.7.2000,4,D,1.91
Janez,Novak,17.9.1994,1,E,4.88
Janez,Novak,9.3.1999,2,B,2.54
Janez,Novak,28.7.1993,2,D,3.72
Janez,Novak,30.4.1993,3,B,3.75
Janez,Novak,9.7.1993,2,D,2.42
Janez,Novak,12.2.1996,4,F,2.84
Janez,Novak,4.5.1995,3,E,2.37
Janez,Novak,13.12.1995,1,C,2.15
Janez,Novak,9.12.2001,3,A,4.01
Janez,Novak,28.4.1994,4,E,2.35
Janez,Novak,7.4.1998,2,A,2.45
Janez,Novak,30.6.1994,3,A,2.14
Janez,Novak,29.9.2001,3,E,2.66
Janez,Novak,8.3.2000,2,A,3.27
Janez,Novak,20.12.1996,1,C,4.53
Janez,Novak,24.12.1997,2,B,3.46
Janez,Novak,6.11.1995,4,C,4.96
Janez,Novak,10.2.2001,3,C,3.17
Janez,Novak,3.7.1994,2,A,1.00
Janez,Novak,22.10.1995,2,A,2.89
Janez,Novak,27.10.1997,3,B,1.50
Janez,Novak,14.2.1995,2,B,4.76
Janez,Novak,21.12.1997,1,A,3.76
Janez,Novak,14.12.1999,3,E,4.51
Janez,Novak,2.1.1998,3,E,3.56
Janez,Novak,10.8.1997,4,F,1.54
Janez,Novak,6.2.2001,4,B,4.70
Janez,Novak,30.1.1994,3,C,3.69
Janez,Novak,12.7.1993,1,D,4.37
Janez,Novak,5.12.1993,3,E,1.47
Janez,Novak,11.3.1999,3,F,2.71
Janez,Novak,20.3.1995,4,A,2.14
Janez,Novak,26.4.2001,2,C,1.46
Janez,Novak,9.12.1995,3,E,4.05
Janez,Novak,17.11.1995,4,E,4.00
Janez,Novak,16.10.2000,1,D,1.42
Janez,Novak,14.11.1993,2,B,2.81
Janez,Novak,27.3.1996,2,C,4.98
Janez,Novak,26.3.1996,3,E,1.86
Janez,Novak,28.10.1999,4,E,1.21
Janez,Novak,17.6.1995,2,B,2.74
Janez,Novak,28.6.1997,2,F,4.78
Janez,Novak,25.9.1996,1,C,3.57
Janez,Novak,9.3.1993,4,B,2.74
Janez,Novak,14.11.1998,3,A,3.92
Janez,Novak,27.9.1998,2,E,2.61
Janez,Novak,17.9.1995,1,D,1.19
Janez,Novak,24.2.1994,1,F,2.61
Janez,Novak,27.10.1997,3,A,2.76
Janez,Novak,25.7.1999,1,F,1.08
Janez,Novak,1.4.1993,4,B,3.30
Janez,Novak,4.4.1995,2,A,3.17
Janez,Novak,2.10.2001,4,A,1.81
Janez,Novak,14.6.1998,1,E,2.75
Janez,Novak,29.11.1994,3,A,3.63
Janez,Novak,29.8.1998,1,F,2.74
Janez,Novak,9.9.1999,1,C,1.48
Janez,Novak,4.3.1994,2,F,4.36
Janez,Novak,23.12.2000,3,D,1.02
Janez,Novak,8.12.2001,2,B,3.42
Janez,Novak,27.1.1999,4,C,2.83
Janez,Novak,1.6.1999,4,E,2.42
Janez,Novak,3.8.1995,2,B,2.89
Janez,Novak,18.10.1996,4,F,2.45
Janez,Novak,7.6.1997,1,A,3.67
Janez,Novak,6.6.1998,2,F,3.81
Janez,Novak,6.9.2000,4,A,1.61
Janez,Novak,6.1.2001,1,F,4.01
Janez,Novak,25.7.1994,4,B,4.03
Janez,Novak,20.4.2001,2,B,3.98
Janez,Novak,27.6.2000,1,A,1.17
